"site_no","AREA","Lb","X1","Wb","POR","ALPHA","BETA","Ks","Kb","Kz","Qthresh","Rs","Rb1","Rb2","Prec","Frac4Rise","Error"
"01018035",657920000,25972.764814159,17409.0953634834,1731.23162975414,0.15,0.0116781154657314,23.2334140728457,2645.52598997679,908.136960817316,0.210287425578946,293627.867459643,-0.136479522188238,-0.0627756794678669,-0.0158218657635609,5159.53101104503,0.05,0.0755438491375742
"01018500",1057280000,69940.2331945854,17131.0596997871,2562.31780424357,0.15,0.0364858888315487,3.0844696311281,2.02512669987037,867.263437123214,0.173564242140757,540764.655904843,-0.00481686238676311,-0.0104360015324243,-0.000655454013835413,52363.6363636364,0.05,0.0773101206235253
"01019000",584448000,331057.60485832,307.239709309013,256.670810452596,0.15,0.0196132864125431,1,69.31619002352,802.760579490559,0.196148610110981,276499.575191164,-0.0045190018218658,-0.00670923133416492,-0.000100050033358353,26426.5080713679,0.05,0.0606370016837013
"01020000",3366400000,56483.5994277044,117.622904242797,7342.09593093105,0.15,0.00643849222028055,1.18614773993649,647.867911960895,501.74729067508,0.0421720977562457,5324451.99660153,-0.0160825090270767,-0.0174648659030954,-0.00115836056707134,221630.314358539,0.05,0.0173474346267087
"01021000",3517440000,64558.349649044,32220.8177027707,1887.02510549747,0.15,0.0290016449502225,9.33087305028629,328.432504562535,1023.79715405413,0.210256308913222,2048225.65845369,-0.0472322028425816,-0.0337792644507964,-0.00283940810548046,197420.696686491,0.05,0.0569977709025252
"01021200",237824000,15127.1573021169,2803.04384676092,1257.42275709365,0.15,0.00385768954937933,2.40799461428921,3336.0996744739,2722.64050943261,0.24539768701572,118432.353440952,-0.111571775657107,-0.0323972073856983,-0.00495969411393733,9131.58198810534,0.05,0.0474149453361173
"01021230",83712000,12250.4387147584,185.074020553883,832.259526493056,0.15,0.0156787391989765,17.1221875,792.500695210745,375.961293672076,0.254122502291767,34990.6542056074,-0.081674624157067,-0.0689380697764469,-0.023958869558711,1099.02463891249,0.05,0.0597319437364133
"01021452",48128000,15769.6129166308,68.8629569269702,756.357293584863,0.15,0.0269243600374534,1.01875,518.372101584483,7578.77890097792,0.232697122068757,7120.47578589634,-0.153364020820737,-0.0433973364456877,-0.0138707790773073,296.686491079015,0.05,0.0489541452387163
"01021466",4070400,4017.52822815684,220.194687694666,179.09129299993,0.15,0.0126974319767685,13.2959838867187,252.601386930344,98.1949567584023,0.103422359684748,2722.41971113,-0.364976398463292,-0.058778666490212,-0.0219473822425249,51.3848768054376,0.05,0.0136857924648913
"01021470",19942400,6469.80916966655,1233.1175223242,393.263119368051,0.15,0.00966627363473544,1.69075519165592,320.482549324495,2327.39994794095,0.194584187046721,10252.5063721325,-0.149283134604352,-0.0420171255497864,-0.00532964090866849,873.54290569244,0.05,0.040723719124979
"01021480",74496000,14055.780236062,99.7888294975423,472.618247371936,0.15,0.0120952058351466,1.025,806.658658240285,13698.2988726153,0.239002671263014,6606.62701784197,-0.104583241976235,-0.0578077850775161,-0.0109458207808854,608.54375531011,0.05,0.0808791154089179
"01021500",1172480000,2188.10302249239,270.321803808226,110316.304762674,0.15,0.0134664954213345,2.03722595623644,150721.741867902,1030.24486034078,0.0184271122359829,95429.0569243838,-0.130993380680024,-0.0488846717047215,-0.0123510900134873,10032.2854715378,0.05,0.0610813056803587
"01022210",57088000,4420.61651456171,642.643757507179,1194.21601662303,0.15,0.0241974059414495,1.72711865151058,554.563548126671,5178.63190134915,0.29406548783683,32680.7816482583,-0.0977642387199461,-0.0523248143764549,-0.0191790523752529,1129.8310960068,0.05,0.0427963771342231
"01022220",65280000,9887.17115516278,185.805110531385,696.039127615076,0.15,0.0147165554214971,11.61,451.329263685008,294.778432005181,0.25282155749822,39639.7621070518,-0.0786445623141618,-0.0513890144408921,-0.01969549588899,1061.44027187765,0.05,0.0411918276923785
"01022260",155136000,14903.6399329641,79.9102595976448,940.679163234995,0.15,0.0123276218338015,17.42125,1513.05390307273,53.6729471920638,0.251201809457365,43368.8360237893,-0.136462680171498,-0.0454329790702312,-0.00689928714869521,3984.04078164826,0.05,0.0619391278675048
"01022294",107520,748.561235096432,334.305058858804,48.7788844905774,0.15,0.0349776672016767,1.42563503154161,32.0148254340034,634.244512865165,0.261580445613239,48.9379779099405,-0.346573590279964,-0.0847297860387203,-0.000100050033358353,24.4689889549702,0.05,0.0647684773538691
"01022295",102400,575.601322281388,278.727966981117,76.9378116188746,0.15,0.0224004711377013,1.21331403510171,64.728726062126,480.15080064946,0.350913631565705,48.9379779099405,-0.34657359027997,-0.0693147180559947,-0.000100050033358353,24.4689889549702,0.05,0.0594206623424306
"01022330",247040000,19991.0662270698,99.761557265872,903.24752354661,0.15,0.0109147069078673,13.32,1148.22881165014,140.949754300899,0.259014815628539,143011.452846219,-0.109532070148238,-0.0519409367457383,-0.0142687573280619,4941.2676295667,0.05,0.0420802199122536
"01022500",581120000,10053.9617040971,3684.68669179413,4095.95516832742,0.15,0.00644161357014974,3.99999667682976,9543.93276552771,1473.07915755041,0.233230359967384,212880.203908241,-0.124777318862966,-0.0561048110930358,-0.00885826825632195,8555.33729821581,0.05,0.0518616297838312
"01022800",4121600,2426.26183383566,100.81321158038,67.5027636424924,0.15,0.00800267742631293,1,400.708435688493,5142.11622149848,0.150776746004393,48.9379779099405,-0.305696306049847,-0.08603208896027,-0.0162076745099679,24.4689889549702,0.05,0.147584665937861
"01022835",307200,978.813138702842,429.493955590279,34.0609933740236,0.15,0.0520843529049407,1.41336496524074,34.3078605081182,1321.87233130903,0.29678828233606,48.9379779099405,-0.378614070245362,-0.148160454092422,-0.0182321556793957,24.4689889549702,0.05,0.096322693398169
"01022840",3456000,2966.29526213709,1413.98263164491,189.529918003856,0.15,0.0177935673334766,4.08514953432411,520.174638758717,3151.02327729844,0.193084897639008,391.503823279524,-0.533850961376344,-0.0797408190884354,-0.0148406838648005,31.8096856414613,0.05,0.0726156842824755
"01022860",460800,1115.9583364749,350.333066290839,72.6455228308261,0.15,0.0191366146093128,2.88333286008175,154.449845240629,2230.39618035,0.29323205818522,48.9379779099405,-0.346573590279973,-0.12110902720948,-0.026826398659468,24.4689889549702,0.05,0.0990987633319295
"01024200",25062400,6224.32049787609,210.64270010903,415.963578396889,0.15,0.0134978682445792,20,895.301443599459,89.1848533499615,0.226082286020811,18841.1214953271,-0.243580740591768,-0.065058756614115,-0.0122167633974209,415.972812234495,0.05,0.0322071821520724
"01027200",593920000,28287.0539237183,86.2170248899353,1199.01921062168,0.15,0.0218856093505959,15.3545031738281,2016.2259688218,554.756266229175,0.182865700364683,110837.179269328,-0.168236118310591,-0.0705886206337377,-0.0149583649437766,5222.17162276975,0.05,0.102707839840567
"01029200",442880000,24470.5327163896,108.711302663442,1598.22781023103,0.15,0.0118022007293259,10.6,1817.69247419259,312.492168784636,0.208064424446522,213124.893797791,-0.122741158650516,-0.0459916427712331,-0.0141880666239864,2569.24384027187,0.05,0.0535273299875317
"01029500",2142720000,37277.6005958351,19684.948334952,3365.81509594198,0.15,0.00941768231789454,9.21069775827205,2313.14477464688,1477.74723080162,0.251260188529237,1176958.36873407,-0.113222069426664,-0.0355826813473049,-0.00717367666726768,90466.7459643162,0.05,0.0603199359051399
"01030000",7953920000,897721.170179679,569766.177354057,3717.38401177989,0.15,0.00530507643527628,36.9181572864007,3163.61473292004,846.997449017781,0.162010260383521,11818521.6652506,-0.063358072196887,-0.0203329155651023,-0.00309748042994318,636193.712829227,0.05,0.00756526682382765
"01030350",124928000,15961.2036696381,83.2912665427161,626.190618942626,0.15,0.0150322473114464,1,656.086623101489,26943.0352236082,0.20999046995095,1323.52761257434,-0.0802296435869703,-0.0756847957465132,-0.0201659312324391,265.610875106202,0.05,0.132140188654958
"01030500",3630080000,97366.1356078227,71.5157146608505,1762.74876741276,0.15,0.00902388715756292,5.5,3182.76999201513,1606.84004577449,0.204281582320483,1468139.33729822,-0.0825406657025132,-0.0600251209700673,-0.0120657258794224,18351.7417162277,0.05,0.0750673940464496
"01031300",302080000,22786.4721671505,110.203267596957,806.812251998369,0.15,0.0109254014694094,19.8,1996.49611152343,201.946056541465,0.209690560881254,148282.07306712,-0.17364976842044,-0.0757325406251358,-0.0147656660176534,1668.19779099405,0.05,0.0572231430675528
"01031450",244224000,20152.5333005681,103.211132332522,644.967689797275,0.15,0.0102680972441409,1.025,2453.27909822273,24777.6070075488,0.233259612001257,6631.09600679694,-0.202732554054063,-0.0693147180559945,-0.0134810256031504,783.007646559049,0.05,0.125024229999955
"01031500",762880000,30913.5763055783,89.0582814411462,1136.09336013428,0.15,0.0124628398457456,7.78125,2695.09227605181,543.875605065394,0.217209190691129,486932.880203908,-0.183862390062658,-0.0757685701697513,-0.0156257933249246,4081.91673746814,0.05,0.0437566973067826
"01031510",66560000,22538.8897839995,17918.4568958576,579.343705345869,0.15,0.0064349530808319,28.0117997413348,609.904474925674,770.849990258587,0.21416481510402,52853.0161427358,-0.119191610154865,-0.0825769068801625,-0.0214616196480391,293.627867459643,0.05,0.0415579314036933
"01033000",834560000,42593.3399645612,10734.2184533733,432.932466993883,0.15,0.00333124239959662,4.04288833477799,288.864653270595,1340.07205277377,0.175232567601624,66066.2701784197,-0.0139913411048926,-0.0450977381051674,-0.00101831094159248,5872.55734919287,0.05,0.170106164839569
"01034000",2974720000,50732.2069957031,93.4392763845463,2558.76265259584,0.15,0.013315373581298,6.32973094119424,5940.81386489452,1251.98166112472,0.151710010247697,562786.745964316,-0.10621892647911,-0.0550940391516151,-0.0104457126287558,34070.6202209006,0.05,0.0937424184234046
"01034500",16440320000,158549.915310936,114868.58455795,5965.28363517801,0.15,0.00822604397357143,22.9700325169823,3097.94893097588,983.277808552338,0.214421575003583,8539677.14528462,-0.0649218097726698,-0.0336472236621212,-0.00528117664202717,780560.747663552,0.05,0.0466834217828831
"01036390",19238400000,129562.117062638,81984.1290345004,4564.93565308888,0.15,0.0178825085232855,17.0530363256683,688.945949656735,1263.38957200444,0.146883808293955,8196377.23024639,-0.0667656963122607,-0.0331959680264538,-0.0048813445680398,841733.220050977,0.05,0.0386815694201907
"01037000",501760000,38462.8700792407,92.3844610969601,902.183211573139,0.15,0.0108764196192496,17.6,2720.69302017649,365.244506740776,0.198015105388119,318096.856414613,-0.162405399352787,-0.0801673411755792,-0.0157936908320093,639.570433305013,0.05,0.0528505637872814
"01037380",36864000,9410.69296674433,142.200809935946,474.065258121533,0.15,0.0288536562759373,0.9568359375,651.981248218872,25439.5707926255,0.205765444178276,48.9379779099405,-0.187825422698872,-0.0916290731874155,-0.0209522686358328,24.4689889549702,0.05,0.14840766173414
"01038000",371200000,2995.58589726987,398.867810446381,6777.35697435679,0.15,0.0283895337842315,2.25845932688756,3395.05277339041,1632.29368878378,0.201510381644693,48937.9779099405,-0.100989370061082,-0.0544301552962381,-0.0115421316223012,2936.27867459643,0.05,0.0749908892277733
"01041000",3246080000,360287.816646695,287938.913765816,627.740172961371,0.15,0.00218321187733595,27.1617414083747,269.673959633773,830.749202527398,0.157751581187465,572574.341546304,-0.0111115683923559,-0.0580610260931676,-0.00570662973749567,55429.6006796942,0.05,0.152692018813847
"01042500",4070400000,172862.36446,138487.976222324,3481.63630333574,0.15,0.0043708855915376,30.3150005753568,1144.60915603701,1466.30027955612,0.168900554696895,7096006.79694138,-0.0461866600655081,-0.0491812847225994,-0.0114491672927291,96652.5063721327,0.05,0.0110291529799091
"01043500",1320960000,20284.4517632861,145.828250214912,638.365056225335,0.15,0.00584014156997055,1,372.491815746967,56503.6178145482,0.145444482095671,34011.8946474087,-0.0147230302290905,-0.0533758144071096,-0.00131431010310735,1076.6355140187,0.05,0.21234513769997
"01044550",494080000,29050.3755090387,87.999068839564,1021.13687907825,0.15,0.00997504434842449,10.2,2255.50949835728,318.793349920074,0.220259558684786,418419.711129992,-0.201036405105009,-0.0659914350597296,-0.0154905422735913,6361.93712829227,0.05,0.0348492937586854
"01046000",230400000,15699.6698863896,9804.0556950667,1090.39095873192,0.15,0.005277223320906,7.53152942015884,321.469775086897,1429.98096889448,0.22635893428488,103687.340696687,-0.229683051765056,-0.0786581673367792,-0.0146407127554353,1924.87748513169,0.05,0.0779826007649941
"01046500",6950400000,107638.377186548,63928.4419342095,3127.46554564099,0.15,0.00638680534114358,12.6380984814931,785.680925915588,1304.67492532656,0.164836772165348,3523534.40951572,-0.0472050555270536,-0.0254559747547586,-0.00310963989362242,374375.531011045,0.05,0.0427948934602794
"01047000",903680000,4370.2862474941,203.363111611028,5307.1444224175,0.15,0.00577912340275711,2.26171880304415,29769.7461099822,814.07241972025,0.195974111771134,132866.610025489,-0.181045729267791,-0.0519236091559645,-0.00966268356890724,12348.0305862362,0.05,0.0802192536489117
"01047150",8307200000,8821709.29703031,6000193.94974199,4187.52523180119,0.15,0.0159952685903319,22.2970675091099,21290.9054571221,380.638333515983,0.194614298176059,14567367.884452,-0.0912508302413467,-0.0382892875500216,-0.00308481317691194,530977.060322855,0.05,0.010757651629774
"01047200",64768000,17067.1242471465,12640.4093195895,887.964452856263,0.15,0.00317062692455528,11.2697584457165,436.750186142448,761.660901937658,0.244056844310793,49427.3576890399,-0.398197852543762,-0.0615734789457198,-0.0171979480219939,1260.5689039932,0.05,0.0427781500693054
"01047730",117248000,28068.9305709638,19246.6226371504,685.320590162882,0.15,0.0080465693512477,24.1778638114229,1133.40060130612,1380.56371446956,0.203829338252602,134579.439252336,-0.16538802454128,-0.0640762045472653,-0.0193290588164525,1425.44095157179,0.05,0.0159859180941849
"01048000",1320960000,48760.7472084001,75.9210558972655,1455.7073783269,0.15,0.0133966057047143,22.9880023002625,3692.98745719892,317.330135973018,0.190885699342745,151707.731520815,-0.181696947093736,-0.0556863732582695,-0.0100748815342031,13909.6414613424,0.05,0.0784278904375085
"01048220",49920000,16813.8264146381,67.7650992231997,389.622088345199,0.15,0.0125724128740404,1,1399.64306745021,15965.750143799,0.215824691895727,1480.3738317757,-0.295185050584704,-0.0836154901324914,-0.0191181950443571,168.836023789295,0.05,0.126083710680695
"01049000",1464320000,71450.460099717,108.369529865349,615.481916962199,0.15,0.0262249251646568,19.46875,1284.19324982184,756.309413873502,0.15424912861299,63619.3712829227,-0.0711684994593098,-0.0607713624251531,-0.00977049700110464,7340.69668649108,0.05,0.125549965228583
"01049130",7475200,3536.30850415473,203.47571227256,225.092279804982,0.15,0.0199985082175621,20,284.08361153752,149.938934842531,0.150254096232376,3425.65845369584,-0.124669159060247,-0.0843358262383123,-0.0227098731157139,24.4689889549702,0.05,0.0568561343412894
"01049205",13258240000,292077.779983509,220871.39523151,2498.83305624179,0.15,0.00604181273009294,37.3659559698939,1907.83250371499,1140.47010766693,0.136029609780973,6288530.16142735,-0.0588915178281869,-0.0314488504065785,-0.00511130775455098,619065.420560747,0.05,0.0426784978558031
"01049265",13831680000,57914.4915661627,147.798673072978,4391.59016946959,0.15,0.00989992791543052,6.28443786621093,3043.6222923072,112.826162932506,0.119048763577743,12112149.5327102,-0.0890683884127824,-0.0297560913456476,-0.0040531950912627,540764.655904843,0.05,0.0324049395578575
"01049300",2380800,2079.35878088531,589.465429546396,91.0050644796486,0.15,0.018145766916146,1.50309274612451,271.586298031399,839.876189076433,0.180111812237649,185.964316057774,-0.296093923203637,-0.0635988766719997,-0.000100050033358353,24.4689889549706,0.05,0.122627870921363
"01049373",83712000,5694.14805877811,465.534004152572,938.150568754876,0.15,0.127379318891361,1.07571368856048,45.4364237930984,4020.09191091027,0.175460194661632,51384.8768054375,-0.0770753399136503,-0.033512179752334,-0.00780286083018373,744.101954120646,0.05,0.0365303828594
"01049396",35072000,8128.39628053192,128.428059208099,259.967118008962,0.15,0.0093873767523768,24.10224609375,1065.8320125376,137.132416678297,0.158736737527429,4893.79779099405,-0.253145234300301,-0.0604199694543453,-0.00923733201310153,440.441801189465,0.05,0.108406016673129
"01049500",555520000,11786.3171585374,2979.45729491902,1603.74268000222,0.15,0.0124910315552247,2.79543817758363,1570.74691179836,842.208214414353,0.168698071677562,102769.753610875,-0.0250757406759691,-0.0455574661272748,-0.0030737081223525,3670.34834324554,0.05,0.143731208683738
"01049550",60672000,2950.1173084861,910.456345867564,1936.46373178385,0.15,0.01236758577336,2.33502352926522,2409.58072665657,2631.07187604087,0.147272489363911,7658.79354290569,-0.140340480770089,-0.0428243337522486,-0.00870113769896273,489.379779099405,0.05,0.0864076160603004
"01052500",389120000,49925.4151981418,39316.5957374347,904.905277003127,0.15,0.0035771519868906,22.9789439894107,450.769562990256,801.743593995849,0.200134621843234,222667.79949023,-0.236294699654667,-0.0655791394016175,-0.0117870418323097,6430.93967714529,0.05,0.0502564020903762
"01053500",2677760000,94668.8746282418,149.60524012496,4453.52833961506,0.15,0.00412565445558376,1.29630126953125,354.320712846367,379.547340211183,0.0249982642884433,2740526.76295667,-0.0137632016529187,-0.00997444144007456,-0.000100050033358353,235171.452846219,0.05,0.0422898229296419
"01053600",3013120000,259661.702565213,119824.674923531,2789.51756809114,0.15,0.00438253998819752,21.577965758941,615.099767573177,1141.19546827,0.182332766029291,4673576.89039932,-0.0384992826461523,-0.0156698451906057,-0.00188684843043829,288734.069668649,0.05,0.0254765325974097
"01054000",3484160000,336587.91162001,297.350401238933,974.288103763905,0.15,0.0568060568959643,1,0.573624155548408,1290.01118083246,0.17744750894669,3792693.28802039,-0.0556128175551046,-0.0170184048404655,-0.00154118564385327,315649.957519117,0.05,0.0233739381837418
"01054114",118451200,10082.2376686641,175.054472971689,635.637614488025,0.15,0.00832844412947286,21.5,1813.36381225082,61.4371703567275,0.28580811164369,61074.5964316058,-0.518913698799492,-0.0450315674273515,-0.0125925619099665,4477.82497875956,0.05,0.045463315694302
"01054200",178176000,14539.8431516442,11215.0241394527,1299.75578369966,0.15,0.00489187846212847,17.4898816093371,472.303110979678,130.340784795222,0.296790977360449,161250.637213254,-0.316056242530049,-0.0635433365428296,-0.0130620182417062,2691.58878504673,0.05,0.0324614008657483
"01054300",332800000,24061.6788145578,94.4378572833198,956.883377613975,0.15,0.00852581686540288,19,2834.37872859436,141.771005497494,0.244409448754423,259371.282922685,-0.212573581403142,-0.0734248856245498,-0.0160360464749127,3425.65845369584,0.05,0.0405668158149214
"01054500",5294080000,169816.937673535,93047.1560176208,2216.66959492046,0.15,0.00570231826997443,25.9564039998383,2607.37262698483,1905.81879409663,0.201723181898333,6068309.26083263,-0.0835270423315804,-0.039734598366966,-0.00439077934194,364147.493627867,0.05,0.0293964588694452
"01055000",248064000,63661.123696389,55389.3234784675,988.449758958226,0.15,0.00280988061367135,31.1960382625604,552.828325102017,528.426647426411,0.236125585461658,163942.225998301,-0.272810060074664,-0.0641559811769453,-0.0138395145084826,2324.55395072218,0.05,0.0362049451091331
"01055220",212736000,72778.3525449127,183.583784039436,186.017336180009,0.15,0.00309824202698158,1,350.637715252753,15506.7186479859,0.119861121689687,269.158878504673,-0.0460550583963745,-0.109861228866811,-0.0371166825324725,28922.3449447749,0.05,0.107731097849989
"01055500",432640000,26145.8401443932,148.447413200155,871.746509285349,0.15,0.0110132709644086,16.1826171875,2529.16201803447,417.292777433854,0.193517382661451,57746.8139337298,-0.144817965972316,-0.0545483379612452,-0.00819570230236959,4363.7994902294,0.05,0.0838275023243986
"01056400",20505600,6057.36082156463,264.39974594896,324.43773038018,0.15,0.00913153914380867,15.1867170362472,351.729489722752,705.673314137855,0.131074601830569,11384.9311809686,-0.125912381280464,-0.130113655277958,-0.0367051991789649,24.4689889549702,0.05,0.0290795581722303
"01056480",4812800,3716.57728462156,89.8934128306421,164.55619036327,0.15,0.00864486958894287,1,239.671473343521,1813.19687579678,0.0837200214709972,3680.13593882753,-0.226666340749464,-0.037318629015084,-0.000100050033358353,137.026338147834,0.05,0.00333282645446503
"01056505",46848000,7.95593968873543,19.9261536908774,81.4010749414715,0.15,0.00144270964540404,3.18492986450597,2063.21241747438,1897.14292618144,0.0225918477914095,122.344944774851,-0.0381611337798162,-0.0124454174473406,-0.000100050033358353,24.4689889549706,0.05,0.140161783996407
"01057000",188160000,19267.9285250465,87.7903816452605,753.835604595075,0.15,0.0105370963939685,18.015546875,2176.19466933007,144.448268743195,0.191860245413378,117451.146983858,-0.220485898282533,-0.0630777400071754,-0.0127587615193589,831.945624468989,0.05,0.0421463232788352
"01057510",77568000,25618.1674804336,133.687509238047,83.2633135142081,0.15,0.0062104104123785,14.2223125,191.152385558755,1067.25240733526,0.166100085573035,4404.41801189465,-0.0274153143243903,-0.120222709541591,-0.0174457820333738,279.43585386576,0.05,0.196518061179828
"01058005",122112000,89557.7373323698,113.38730907439,181.141344008603,0.15,0.009327802246199,5.89384490966797,149.860174118297,21.4733023677293,0.135342247942239,44044.1801189465,-0.0250050376716663,-0.0162518929497771,-0.000100050033358353,1443.67034834324,0.05,0.0415113254890216
"01058500",839680000,34012.0812473642,105.39054309974,1015.65831302829,0.15,0.00952210709090686,12.827147102356,1621.52194780017,159.96311157338,0.182659939238163,215327.102803738,-0.0943089161633585,-0.0451726825924238,-0.00903017490376727,14926.0832625319,0.05,0.0634891531789776
"01059000",8353280000,201589.513159499,151.39849972357,1622.79101581716,0.15,0.0119085167630237,3.50483203125,2197.63086383443,6022.19931323471,0.161741138402512,5114018.69158879,-0.0361876042609165,-0.0487085636462918,-0.00654675024015587,369481.733220051,0.05,0.0365719621899597
"01059800",35328000,6477.44281411976,360.339354862705,527.402411297854,0.15,0.0104890063370802,1.15520026866315,242.739362107198,1903.46403364883,0.191409584292923,29362.7867459643,-0.311371769984989,-0.022314355131421,-0.000100050033358353,2446.89889549706,0.05,0.0217985484521887
"01060000",360960000,8837.36315404488,1055.69606033248,1521.97348505081,0.15,0.0101576020606266,1.55290310575196,3858.61801413971,3424.25793587093,0.18072855154581,56033.9847068819,-0.183540177918768,-0.0464722825298683,-0.00645385211375709,5830.96006796942,0.05,0.0617215217295865
"01063100",3.84e+08,25997.9161515289,16766.4441832322,2114.29554975695,0.15,0.00769863008470954,29.2452741458239,2497.0008381878,2162.99997986195,0.28015781890438,326171.622769754,-0.0704350415089942,-0.055501915521854,-0.0164126152656291,8564.1461342396,0.05,0.0332907907708642
